"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2024.MMP1750,2024.MMP1750,"Southern Asia","Mon, 08/26/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Ahvaz district, Khuzistan province, Iran","IOM Afghanistan","31.318327, 48.670619","Afghanistan to Iran",,Uncategorized,4
2024.MMP1751,2024.MMP1751,"Southern Asia","Thu, 08/29/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Lorestan district, Hormozgan province, Iran","IOM Afghanistan","27.415029, 56.741207","Afghanistan to Iran",,Uncategorized,4
2024.MMP1752,2024.MMP1752,"Southern Asia","Thu, 09/05/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"teharan district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1753,2024.MMP1753,"Southern Asia","Fri, 09/06/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Mixed or unknown",Afghanistan,"tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1754,2024.MMP1754,"Southern Asia","Sat, 09/07/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1755,2024.MMP1755,"Southern Asia","Sat, 09/07/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"nawshahr district, Mazandaran province, Iran","IOM Afghanistan","36.399369, 52.191231","Afghanistan to Iran",,Uncategorized,4
2024.MMP1756,2024.MMP1756,"Southern Asia","Wed, 09/18/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Robat Karim district, Iran province, Iran","IOM Afghanistan","35.471357, 51.085391","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1757,2024.MMP1757,"Southern Asia","Fri, 09/20/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Mixed or unknown",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1758,2024.MMP1758,"Southern Asia","Sat, 09/21/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Chalos district, Mazandaran province, Iran","IOM Afghanistan","36.654796, 51.421272","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1759,2024.MMP1759,"Southern Asia","Wed, 09/25/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Islam Shahar district, Tehran province, Iran","IOM Afghanistan","35.550129, 51.515008","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1760,2024.MMP1760,"Southern Asia","Fri, 09/27/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Bomhend district, Tehran province, Iran","IOM Afghanistan","35.550129, 51.515008","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1761,2024.MMP1761,"Southern Asia","Fri, 09/27/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Rey district, Tehran province, Iran","IOM Afghanistan","35.607286, 51.438557","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1762,2024.MMP1762,"Southern Asia","Sun, 09/29/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Mixed or unknown",Afghanistan,"Karaj district, Tehran province, Iran","IOM Afghanistan","35.76592, 51.054098","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1763,2024.MMP1763,"Southern Asia","Mon, 09/30/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Amol district, Mazandaran province, Iran","IOM Afghanistan","36.470632, 52.346628","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1764,2024.MMP1764,"Southern Asia","Sat, 07/27/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Bandar-Abbas County district, Hormozgan province, Iran","IOM Afghanistan","27.649874, 56.382423","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1765,2024.MMP1765,"Southern Asia","Wed, 07/31/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Bandar-Abbas County district, Hormozgan province, Iran","IOM Afghanistan","27.649874, 56.382423","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1766,2024.MMP1766,"Southern Asia","Tue, 07/30/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Bandar-Abbas County district, Hormozgan province, Iran","IOM Afghanistan","27.649874, 56.382423","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1767,2024.MMP1767,"Southern Asia","Mon, 07/01/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Mashad  district, Khorsan province, Iran","IOM Afghanistan","36.297201, 59.60669","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1768,2024.MMP1768,"Southern Asia","Tue, 07/02/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tay Ebad district, Rezavi province, Iran","IOM Afghanistan","35.102025, 59.104176","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1769,2024.MMP1769,"Southern Asia","Tue, 07/02/2024 - 12:00",2024,July,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"karaj district, Alborz province, Iran","IOM Afghanistan","35.843858, 50.9715","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1770,2024.MMP1770,"Southern Asia","Thu, 07/04/2024 - 12:00",2024,July,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1771,2024.MMP1771,"Southern Asia","Fri, 07/05/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1772,2024.MMP1772,"Southern Asia","Sun, 07/07/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1773,2024.MMP1773,"Southern Asia","Sun, 07/07/2024 - 12:00",2024,July,1,0,,0,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1774,2024.MMP1774,"Southern Asia","Mon, 07/08/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1775,2024.MMP1775,"Southern Asia","Mon, 07/08/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1776,2024.MMP1776,"Southern Asia","Wed, 07/10/2024 - 12:00",2024,July,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1777,2024.MMP1777,"Southern Asia","Thu, 07/11/2024 - 12:00",2024,July,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Mashad  district, Rawawi Khorasan province, Iran","IOM Afghanistan","36.297201, 59.60669","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1778,2024.MMP1778,"Southern Asia","Sat, 07/13/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1779,2024.MMP1779,"Southern Asia","Mon, 07/15/2024 - 12:00",2024,July,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Varamin district, Tehran province, Iran","IOM Afghanistan","35.325241, 51.647199","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1780,2024.MMP1780,"Southern Asia","Sat, 07/20/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1781,2024.MMP1781,"Southern Asia","Sun, 07/21/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1782,2024.MMP1782,"Southern Asia","Mon, 07/22/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Esfahan district, Esfahan province, Iran","IOM Afghanistan","32.653897, 51.665966","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1783,2024.MMP1783,"Southern Asia","Tue, 07/23/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1784,2024.MMP1784,"Southern Asia","Tue, 07/23/2024 - 12:00",2024,July,1,0,,1,0,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1785,2024.MMP1785,"Southern Asia","Thu, 07/25/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1786,2024.MMP1786,"Southern Asia","Thu, 07/25/2024 - 12:00",2024,July,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1787,2024.MMP1787,"Southern Asia","Sun, 07/28/2024 - 12:00",2024,July,1,0,,0,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1788,2024.MMP1788,"Southern Asia","Tue, 07/30/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1789,2024.MMP1789,"Southern Asia","Wed, 07/31/2024 - 12:00",2024,July,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1790,2024.MMP1790,"Southern Asia","Thu, 08/01/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Alborz district, Karaj province, Iran","IOM Afghanistan","35.843858, 50.9715","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1791,2024.MMP1791,"Southern Asia","Sat, 08/03/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Mazandaran district, Mazandaran province, Iran","IOM Afghanistan","36.399369, 52.191231","Afghanistan to Iran",,Uncategorized,4
2024.MMP1792,2024.MMP1792,"Southern Asia","Sat, 08/03/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1793,2024.MMP1793,"Southern Asia","Sun, 08/04/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1794,2024.MMP1794,"Southern Asia","Sun, 08/04/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Mashad  district, Rawawi Khorasan province, Iran","IOM Afghanistan","36.297201, 59.60669","Afghanistan to Iran",,Uncategorized,4
2024.MMP1795,2024.MMP1795,"Southern Asia","Mon, 08/05/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Shiraz district, Tehran province, Iran","IOM Afghanistan","35.550129, 51.515008","Afghanistan to Iran",,Uncategorized,4
2024.MMP1796,2024.MMP1796,"Southern Asia","Mon, 08/05/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Mahmod Abad district, Mazandaran province, Iran","IOM Afghanistan","36.632876, 52.266657","Afghanistan to Iran",,Uncategorized,4
2024.MMP1797,2024.MMP1797,"Southern Asia","Tue, 08/06/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1798,2024.MMP1798,"Southern Asia","Fri, 08/09/2024 - 12:00",2024,August,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1799,2024.MMP1799,"Southern Asia","Sun, 08/11/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1800,2024.MMP1800,"Southern Asia","Tue, 08/13/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1801,2024.MMP1801,"Southern Asia","Wed, 08/14/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1802,2024.MMP1802,"Southern Asia","Thu, 08/15/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Mashhad district, Razawi Khurasan province, Iran","IOM Afghanistan","36.297201, 59.60669","Afghanistan to Iran",,Uncategorized,4
2024.MMP1803,2024.MMP1803,"Southern Asia","Thu, 08/15/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Shiraz district, Fars province, Iran","IOM Afghanistan","29.592612, 52.583565","Afghanistan to Iran",,Uncategorized,4
2024.MMP1804,2024.MMP1804,"Southern Asia","Sun, 08/18/2024 - 12:00",2024,August,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1805,2024.MMP1805,"Southern Asia","Mon, 08/19/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1806,2024.MMP1806,"Southern Asia","Mon, 08/19/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Kesh district, Bandar Abas province, Iran","IOM Afghanistan","27.649874, 56.382423","Afghanistan to Iran",,Uncategorized,4
2024.MMP1807,2024.MMP1807,"Southern Asia","Tue, 08/20/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Esfahan district, Esfahan province, Iran","IOM Afghanistan","32.653897, 51.665966","Afghanistan to Iran",,Uncategorized,4
2024.MMP1808,2024.MMP1808,"Southern Asia","Tue, 08/20/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Esfahan district, Esfahan province, Iran","IOM Afghanistan","32.653897, 51.665966","Afghanistan to Iran",,Uncategorized,4
2024.MMP1809,2024.MMP1809,"Southern Asia","Fri, 08/23/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1810,2024.MMP1810,"Southern Asia","Sat, 08/24/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Balochistan district, Balochistan province, Iran","IOM Afghanistan","27.529991, 60.582068","Afghanistan to Iran",,Uncategorized,4
2024.MMP1811,2024.MMP1811,"Southern Asia","Sun, 08/25/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Nure district, Mazandaran province, Iran","IOM Afghanistan","36.576349, 52.013307","Afghanistan to Iran",,Uncategorized,4
2024.MMP1812,2024.MMP1812,"Southern Asia","Sun, 08/25/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Noshur district, Mazandaran province, Iran","IOM Afghanistan","36.399369, 52.191231","Afghanistan to Iran",,Uncategorized,4
2024.MMP1813,2024.MMP1813,"Southern Asia","Sun, 08/25/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Sari district, Mazandaran province, Iran","IOM Afghanistan","36.565873, 53.058633","Afghanistan to Iran",,Uncategorized,4
2024.MMP1814,2024.MMP1814,"Southern Asia","Mon, 08/26/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1815,2024.MMP1815,"Southern Asia","Tue, 08/27/2024 - 12:00",2024,August,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1816,2024.MMP1816,"Southern Asia","Wed, 08/28/2024 - 12:00",2024,August,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1817,2024.MMP1817,"Southern Asia","Sat, 08/31/2024 - 12:00",2024,August,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1818,2024.MMP1818,"Southern Asia","Tue, 09/03/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1819,2024.MMP1819,"Southern Asia","Wed, 09/04/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1820,2024.MMP1820,"Southern Asia","Wed, 09/04/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1821,2024.MMP1821,"Southern Asia","Thu, 09/05/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1822,2024.MMP1822,"Southern Asia","Fri, 09/06/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"tehran district, tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1823,2024.MMP1823,"Southern Asia","Sun, 09/08/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Esfahan district, Esfahan province, Iran","IOM Afghanistan","32.653897, 51.665966","Afghanistan to Iran",,Uncategorized,4
2024.MMP1824,2024.MMP1824,"Southern Asia","Mon, 09/09/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1825,2024.MMP1825,"Southern Asia","Mon, 09/09/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Shahryar district, Tehran province, Iran","IOM Afghanistan","35.652912, 51.059965","Afghanistan to Iran",,Uncategorized,4
2024.MMP1826,2024.MMP1826,"Southern Asia","Mon, 09/09/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1827,2024.MMP1827,"Southern Asia","Tue, 09/10/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1828,2024.MMP1828,"Southern Asia","Tue, 09/10/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Esfahan district, Esfahan province, Iran","IOM Afghanistan","32.653897, 51.665966","Afghanistan to Iran",,Uncategorized,4
2024.MMP1829,2024.MMP1829,"Southern Asia","Wed, 09/11/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1830,2024.MMP1830,"Southern Asia","Wed, 09/11/2024 - 12:00",2024,September,1,0,,0,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Robat Karim district, Tehran province, Iran","IOM Afghanistan","35.471357, 51.085391","Afghanistan to Iran",,Uncategorized,4
2024.MMP1831,2024.MMP1831,"Southern Asia","Thu, 09/12/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1832,2024.MMP1832,"Southern Asia","Thu, 09/12/2024 - 12:00",2024,September,1,0,,0,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1833,2024.MMP1833,"Southern Asia","Thu, 09/12/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1834,2024.MMP1834,"Southern Asia","Thu, 09/12/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP1835,2024.MMP1835,"Southern Asia","Sun, 09/15/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Takshan district, Qazwin province, Iran","IOM Afghanistan","36.088132, 49.854727","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1836,2024.MMP1836,"Southern Asia","Mon, 09/16/2024 - 12:00",2024,September,1,0,,0,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1837,2024.MMP1837,"Southern Asia","Mon, 09/16/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1838,2024.MMP1838,"Southern Asia","Mon, 09/16/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1839,2024.MMP1839,"Southern Asia","Mon, 09/16/2024 - 12:00",2024,September,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
2024.MMP1840,2024.MMP1840,"Southern Asia","Mon, 09/16/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,"Southern Asia",4
